date,description,amount,currency,channel,category
2025-03-15,STARBUCKS,-70.94,GBP,direct_debit,meals
2025-01-24,OFFICE RENT LTD,-1017.74,GBP,transfer,rent
2025-06-24,OFFICE RENT LTD,-1631.93,GBP,direct_debit,rent
2025-02-10,RYANAIR FLIGHT,-88.16,GBP,card,travel
2025-05-31,TRAINLINE UK,-115.26,GBP,card,travel
2025-03-12,OFFICE RENT LTD,-1978.89,GBP,transfer,rent
2025-05-13,NOTION LABS,-124.87,GBP,card,software
2025-01-09,STARBUCKS,-71.21,GBP,transfer,meals
2025-01-09,GITHUB,-109.52,GBP,card,software
2025-01-16,AWS CLOUD,-160.17,GBP,transfer,software
2025-04-11,OFFICE RENT LTD,-1489.23,GBP,transfer,rent
2025-03-05,STARBUCKS,-49.71,GBP,direct_debit,meals
2025-03-18,APPLE STORE,-40.31,GBP,direct_debit,equipment
2025-04-06,PRET A MANGER,-102.18,GBP,direct_debit,meals
2025-05-06,APPLE STORE,-73.86,GBP,direct_debit,equipment
2025-06-28,UBER TRIP,-138.76,GBP,card,travel
2025-05-09,AMAZON,-20.27,GBP,transfer,equipment
2025-04-08,GITHUB,-5.11,GBP,transfer,software
2025-03-08,GOOGLE ADS,-189.52,GBP,transfer,marketing
2025-03-03,OFFICE RENT LTD,-561.43,GBP,transfer,rent
2025-05-16,PRET A MANGER,-103.12,GBP,direct_debit,meals
2025-01-23,RYANAIR FLIGHT,-117.51,GBP,card,travel
2025-04-09,AMAZON,-164.26,GBP,direct_debit,equipment
2025-05-16,TRAINLINE UK,-142.63,GBP,transfer,travel
2025-03-25,PRET A MANGER,-95.15,GBP,direct_debit,meals
2025-05-30,GOOGLE ADS,-67.24,GBP,direct_debit,marketing
2025-06-26,GOOGLE ADS,-127.84,GBP,card,marketing
2025-01-11,PRET A MANGER,-119.01,GBP,card,meals
2025-02-26,RYANAIR FLIGHT,-44.66,GBP,card,travel
2025-01-08,FACEBOOK ADS,-199.65,GBP,card,marketing
2025-05-01,APPLE STORE,-167.14,GBP,card,equipment
2025-02-19,FACEBOOK ADS,-45.97,GBP,card,marketing
2025-04-27,FACEBOOK ADS,-32.63,GBP,direct_debit,marketing
2025-05-13,OPEN API,-35.5,GBP,card,software
2025-06-07,NOTION LABS,-76.0,GBP,transfer,software
2025-05-27,OPEN API,-84.1,GBP,card,software
2025-03-18,NOTION LABS,-27.5,GBP,card,software
2025-02-17,STARBUCKS,-60.27,GBP,transfer,meals
2025-06-05,OFFICE RENT LTD,-1192.33,GBP,transfer,rent
2025-04-12,UBER TRIP,-115.5,GBP,card,travel
2025-02-13,OPEN API,-51.53,GBP,card,software
2025-05-28,OFFICE RENT LTD,-951.4,GBP,direct_debit,rent
2025-02-04,WEWORK RENT,-1378.92,GBP,direct_debit,rent
2025-04-13,APPLE STORE,-6.43,GBP,card,equipment
2025-01-16,PRET A MANGER,-81.81,GBP,card,meals
2025-06-29,STARBUCKS,-38.1,GBP,card,meals
2025-03-30,AWS CLOUD,-167.63,GBP,card,software
2025-05-24,APPLE STORE,-65.1,GBP,transfer,equipment
2025-04-06,APPLE STORE,-159.32,GBP,transfer,equipment
2025-01-06,UBER TRIP,-190.52,GBP,direct_debit,travel
2025-06-16,TRAINLINE UK,-131.54,GBP,direct_debit,travel
2025-03-26,RYANAIR FLIGHT,-167.67,GBP,transfer,travel
2025-04-21,AMAZON,-165.36,GBP,transfer,equipment
2025-06-26,WEWORK RENT,-1919.81,GBP,card,rent
2025-03-07,FACEBOOK ADS,-141.21,GBP,direct_debit,marketing
2025-02-17,APPLE STORE,-20.96,GBP,direct_debit,equipment
2025-02-03,GOOGLE ADS,-108.86,GBP,direct_debit,marketing
2025-06-01,NOTION LABS,-145.33,GBP,transfer,software
2025-03-06,GOOGLE ADS,-50.2,GBP,card,marketing
2025-05-21,OFFICE RENT LTD,-1706.27,GBP,transfer,rent
2025-02-28,AMAZON,-18.55,GBP,direct_debit,equipment
2025-03-17,AWS CLOUD,-103.17,GBP,transfer,software
2025-05-07,OPEN API,-17.03,GBP,direct_debit,software
2025-03-26,STARBUCKS,-70.93,GBP,card,meals
2025-01-19,APPLE STORE,-107.2,GBP,direct_debit,equipment
2025-01-22,RYANAIR FLIGHT,-144.19,GBP,direct_debit,travel
2025-05-13,PRET A MANGER,-8.22,GBP,transfer,meals
2025-05-18,GITHUB,-110.62,GBP,card,software
2025-06-04,RYANAIR FLIGHT,-42.0,GBP,card,travel
2025-03-16,WEWORK RENT,-1724.46,GBP,direct_debit,rent
2025-02-06,AMAZON,-63.46,GBP,direct_debit,equipment
2025-01-20,STARBUCKS,-57.89,GBP,direct_debit,meals
2025-01-22,GOOGLE ADS,-182.28,GBP,transfer,marketing
2025-04-12,WEWORK RENT,-1594.91,GBP,transfer,rent
2025-04-06,FACEBOOK ADS,-10.64,GBP,direct_debit,marketing
2025-04-07,UBER TRIP,-23.2,GBP,card,travel
2025-01-12,OFFICE RENT LTD,-959.47,GBP,transfer,rent
2025-03-27,WEWORK RENT,-1722.53,GBP,transfer,rent
2025-02-17,GOOGLE ADS,-103.67,GBP,card,marketing
2025-06-23,WEWORK RENT,-626.18,GBP,direct_debit,rent
2025-05-21,OFFICE RENT LTD,-1026.28,GBP,card,rent
2025-05-08,STARBUCKS,-162.88,GBP,transfer,meals
2025-02-16,WEWORK RENT,-1102.28,GBP,transfer,rent
2025-01-05,TRAINLINE UK,-163.02,GBP,card,travel
2025-06-02,FACEBOOK ADS,-17.15,GBP,transfer,marketing
2025-02-13,APPLE STORE,-77.2,GBP,direct_debit,equipment
2025-05-05,STARBUCKS,-54.75,GBP,transfer,meals
2025-03-27,AWS CLOUD,-48.69,GBP,transfer,software
2025-01-27,RYANAIR FLIGHT,-108.87,GBP,direct_debit,travel
2025-01-09,FACEBOOK ADS,-66.88,GBP,direct_debit,marketing
2025-02-12,STARBUCKS,-130.98,GBP,transfer,meals
2025-06-10,TRAINLINE UK,-6.59,GBP,card,travel
2025-04-04,NOTION LABS,-133.88,GBP,direct_debit,software
2025-01-15,STARBUCKS,-191.91,GBP,transfer,meals
2025-03-19,FACEBOOK ADS,-152.87,GBP,direct_debit,marketing
2025-02-15,UBER TRIP,-140.68,GBP,card,travel
2025-03-23,OFFICE RENT LTD,-1255.07,GBP,transfer,rent
2025-05-15,FACEBOOK ADS,-194.55,GBP,transfer,marketing
2025-05-04,FACEBOOK ADS,-37.6,GBP,direct_debit,marketing
2025-06-28,AMAZON,-76.01,GBP,transfer,equipment
2025-06-16,WEWORK RENT,-1161.67,GBP,direct_debit,rent
2025-06-26,APPLE STORE,-40.96,GBP,card,equipment
2025-02-14,RYANAIR FLIGHT,-130.0,GBP,transfer,travel
2025-06-13,WEWORK RENT,-820.39,GBP,transfer,rent
2025-05-15,STARBUCKS,-30.2,GBP,direct_debit,meals
2025-02-04,WEWORK RENT,-867.34,GBP,card,rent
2025-06-03,APPLE STORE,-141.85,GBP,transfer,equipment
2025-05-18,TRAINLINE UK,-188.35,GBP,transfer,travel
2025-03-06,GOOGLE ADS,-136.38,GBP,card,marketing
2025-01-10,FACEBOOK ADS,-82.4,GBP,transfer,marketing
2025-06-23,FACEBOOK ADS,-195.92,GBP,direct_debit,marketing
2025-02-02,OPEN API,-47.18,GBP,direct_debit,software
2025-05-24,APPLE STORE,-17.67,GBP,card,equipment
2025-02-16,APPLE STORE,-35.32,GBP,transfer,equipment
2025-03-12,OFFICE RENT LTD,-1504.06,GBP,transfer,rent
2025-06-26,PRET A MANGER,-43.37,GBP,direct_debit,meals
2025-01-23,APPLE STORE,-15.72,GBP,direct_debit,equipment
2025-05-15,OFFICE RENT LTD,-1422.08,GBP,transfer,rent
2025-04-17,OPEN API,-53.01,GBP,transfer,software
2025-01-29,APPLE STORE,-125.94,GBP,direct_debit,equipment
2025-03-26,FACEBOOK ADS,-62.18,GBP,transfer,marketing
2025-04-13,GOOGLE ADS,-166.18,GBP,card,marketing
2025-03-28,GITHUB,-87.55,GBP,card,software
2025-05-13,APPLE STORE,-31.07,GBP,card,equipment
2025-03-19,AMAZON,-161.19,GBP,card,equipment
2025-05-17,RYANAIR FLIGHT,-195.36,GBP,card,travel
2025-03-24,GOOGLE ADS,-18.97,GBP,transfer,marketing
2025-06-26,OFFICE RENT LTD,-965.16,GBP,transfer,rent
2025-02-27,NOTION LABS,-168.38,GBP,direct_debit,software
2025-06-04,AWS CLOUD,-99.53,GBP,transfer,software
2025-05-19,OFFICE RENT LTD,-1394.89,GBP,direct_debit,rent
2025-02-09,FACEBOOK ADS,-101.92,GBP,direct_debit,marketing
2025-02-06,STARBUCKS,-34.69,GBP,direct_debit,meals
2025-05-17,STARBUCKS,-105.62,GBP,direct_debit,meals
2025-05-20,RYANAIR FLIGHT,-40.13,GBP,card,travel
2025-05-21,FACEBOOK ADS,-32.67,GBP,direct_debit,marketing
2025-03-16,STARBUCKS,-41.1,GBP,card,meals
2025-01-27,STARBUCKS,-30.61,GBP,transfer,meals
2025-03-11,WEWORK RENT,-1743.81,GBP,card,rent
2025-01-29,OPEN API,-192.21,GBP,card,software
2025-06-08,AMAZON,-181.65,GBP,direct_debit,equipment
2025-05-16,TRAINLINE UK,-123.23,GBP,card,travel
2025-06-21,FACEBOOK ADS,-132.13,GBP,transfer,marketing
2025-06-11,OFFICE RENT LTD,-1157.58,GBP,card,rent
2025-03-05,GOOGLE ADS,-35.46,GBP,direct_debit,marketing
2025-06-10,PRET A MANGER,-112.68,GBP,direct_debit,meals
2025-05-09,WEWORK RENT,-1280.87,GBP,transfer,rent
2025-04-27,GOOGLE ADS,-5.69,GBP,direct_debit,marketing
2025-02-11,PRET A MANGER,-67.06,GBP,direct_debit,meals
2025-05-15,GOOGLE ADS,-184.51,GBP,card,marketing
2025-03-17,GITHUB,-86.24,GBP,card,software
2025-06-16,APPLE STORE,-75.11,GBP,direct_debit,equipment
2025-01-04,AMAZON,-199.23,GBP,transfer,equipment
2025-03-13,GOOGLE ADS,-68.81,GBP,direct_debit,marketing
2025-04-08,RYANAIR FLIGHT,-184.21,GBP,direct_debit,travel
2025-01-11,RYANAIR FLIGHT,-57.03,GBP,transfer,travel
2025-02-28,PRET A MANGER,-162.22,GBP,transfer,meals
2025-04-05,GOOGLE ADS,-152.79,GBP,transfer,marketing
2025-02-01,OFFICE RENT LTD,-983.95,GBP,transfer,rent
2025-04-20,AWS CLOUD,-130.74,GBP,card,software
2025-02-11,STARBUCKS,-92.43,GBP,card,meals
2025-05-25,APPLE STORE,-90.44,GBP,direct_debit,equipment
2025-04-23,OFFICE RENT LTD,-1519.81,GBP,transfer,rent
2025-06-19,PRET A MANGER,-22.77,GBP,card,meals
2025-03-16,AMAZON,-99.4,GBP,card,equipment
2025-02-01,APPLE STORE,-173.68,GBP,card,equipment
2025-03-16,AMAZON,-175.08,GBP,transfer,equipment
2025-02-27,OPEN API,-103.47,GBP,direct_debit,software
2025-05-06,AWS CLOUD,-184.36,GBP,card,software
2025-05-11,RYANAIR FLIGHT,-199.16,GBP,transfer,travel
2025-05-02,AMAZON,-122.05,GBP,direct_debit,equipment
2025-06-16,FACEBOOK ADS,-122.02,GBP,transfer,marketing
2025-05-01,APPLE STORE,-192.67,GBP,card,equipment
2025-02-12,RYANAIR FLIGHT,-58.68,GBP,transfer,travel
2025-06-17,APPLE STORE,-24.92,GBP,direct_debit,equipment
2025-03-28,RYANAIR FLIGHT,-95.27,GBP,card,travel
2025-02-19,AWS CLOUD,-43.16,GBP,transfer,software
2025-01-22,AWS CLOUD,-193.55,GBP,direct_debit,software
2025-01-27,PRET A MANGER,-126.01,GBP,transfer,meals
2025-02-24,AWS CLOUD,-125.44,GBP,card,software
2025-02-01,OFFICE RENT LTD,-1796.57,GBP,transfer,rent
2025-04-30,NOTION LABS,-155.29,GBP,card,software
2025-06-05,UBER TRIP,-185.15,GBP,card,travel
2025-01-01,GOOGLE ADS,-111.18,GBP,direct_debit,marketing
2025-03-19,RYANAIR FLIGHT,-193.48,GBP,transfer,travel
2025-01-31,STARBUCKS,-20.08,GBP,direct_debit,meals
2025-01-24,APPLE STORE,-42.87,GBP,transfer,equipment
2025-06-09,NOTION LABS,-168.96,GBP,direct_debit,software
2025-05-31,APPLE STORE,-143.61,GBP,transfer,equipment
2025-02-14,AWS CLOUD,-195.7,GBP,direct_debit,software
2025-03-26,OFFICE RENT LTD,-1563.05,GBP,card,rent
2025-06-18,AWS CLOUD,-119.1,GBP,direct_debit,software
2025-01-01,NOTION LABS,-151.1,GBP,transfer,software
2025-01-24,AMAZON,-68.6,GBP,transfer,equipment
2025-05-17,OFFICE RENT LTD,-1945.84,GBP,transfer,rent
2025-01-28,GOOGLE ADS,-128.83,GBP,transfer,marketing
2025-02-07,GITHUB,-54.56,GBP,transfer,software
2025-01-21,PRET A MANGER,-62.57,GBP,transfer,meals
2025-03-11,PRET A MANGER,-158.1,GBP,transfer,meals
2025-05-20,PRET A MANGER,-120.9,GBP,transfer,meals
2025-01-14,OFFICE RENT LTD,-1073.49,GBP,direct_debit,rent
2025-05-21,OPEN API,-125.88,GBP,direct_debit,software
2025-02-28,STARBUCKS,-103.92,GBP,transfer,meals
2025-01-21,PRET A MANGER,-10.75,GBP,transfer,meals
2025-01-15,AMAZON,-122.53,GBP,direct_debit,equipment
2025-03-06,OPEN API,-142.74,GBP,card,software
2025-06-02,APPLE STORE,-40.58,GBP,card,equipment
2025-01-20,OFFICE RENT LTD,-1818.71,GBP,direct_debit,rent
2025-01-20,PRET A MANGER,-6.72,GBP,transfer,meals
2025-03-13,APPLE STORE,-34.53,GBP,transfer,equipment
2025-06-18,GOOGLE ADS,-81.97,GBP,transfer,marketing
2025-02-02,RYANAIR FLIGHT,-75.07,GBP,card,travel
2025-04-19,GITHUB,-149.72,GBP,transfer,software
2025-05-03,GOOGLE ADS,-50.47,GBP,direct_debit,marketing
2025-06-21,GOOGLE ADS,-199.38,GBP,direct_debit,marketing
2025-03-24,NOTION LABS,-134.43,GBP,direct_debit,software
2025-02-03,RYANAIR FLIGHT,-6.87,GBP,card,travel
2025-04-04,STARBUCKS,-177.51,GBP,card,meals
2025-01-18,WEWORK RENT,-1261.28,GBP,card,rent
2025-03-18,OPEN API,-96.03,GBP,card,software
2025-06-03,WEWORK RENT,-1994.6,GBP,card,rent
2025-05-04,FACEBOOK ADS,-182.43,GBP,card,marketing
2025-02-18,RYANAIR FLIGHT,-56.86,GBP,direct_debit,travel
2025-04-14,STARBUCKS,-133.08,GBP,card,meals
2025-02-20,RYANAIR FLIGHT,-153.18,GBP,card,travel
2025-06-17,APPLE STORE,-11.15,GBP,card,equipment
2025-02-17,NOTION LABS,-116.02,GBP,direct_debit,software
2025-05-09,GOOGLE ADS,-184.34,GBP,transfer,marketing
2025-05-30,PRET A MANGER,-142.21,GBP,transfer,meals
2025-04-23,FACEBOOK ADS,-128.0,GBP,transfer,marketing
2025-03-27,GOOGLE ADS,-63.69,GBP,direct_debit,marketing
2025-03-28,GOOGLE ADS,-9.14,GBP,transfer,marketing
2025-01-14,RYANAIR FLIGHT,-105.82,GBP,transfer,travel
2025-01-25,PRET A MANGER,-185.86,GBP,direct_debit,meals
2025-05-07,AMAZON,-28.85,GBP,transfer,equipment
2025-01-16,GOOGLE ADS,-65.72,GBP,transfer,marketing
2025-04-19,PRET A MANGER,-51.72,GBP,card,meals
2025-01-20,WEWORK RENT,-1235.39,GBP,card,rent
2025-03-16,GOOGLE ADS,-174.32,GBP,card,marketing
2025-04-01,APPLE STORE,-198.97,GBP,card,equipment
2025-03-02,FACEBOOK ADS,-11.96,GBP,direct_debit,marketing
2025-06-05,AMAZON,-134.86,GBP,card,equipment
2025-03-09,APPLE STORE,-68.83,GBP,direct_debit,equipment
2025-02-05,STARBUCKS,-32.36,GBP,card,meals
2025-06-25,AWS CLOUD,-111.22,GBP,transfer,software
2025-06-29,GOOGLE ADS,-181.35,GBP,transfer,marketing
2025-04-06,STARBUCKS,-6.04,GBP,card,meals
2025-02-23,WEWORK RENT,-1299.64,GBP,direct_debit,rent
2025-03-29,OFFICE RENT LTD,-805.89,GBP,direct_debit,rent
2025-01-13,PRET A MANGER,-40.16,GBP,card,meals
2025-05-06,TRAINLINE UK,-44.78,GBP,card,travel
2025-06-07,STARBUCKS,-96.02,GBP,card,meals
2025-01-05,APPLE STORE,-158.79,GBP,direct_debit,equipment
2025-05-17,FACEBOOK ADS,-54.14,GBP,card,marketing
2025-04-22,TRAINLINE UK,-66.77,GBP,card,travel
2025-02-16,PRET A MANGER,-39.59,GBP,direct_debit,meals
2025-06-04,STARBUCKS,-83.78,GBP,card,meals
2025-05-08,STARBUCKS,-79.72,GBP,card,meals
2025-04-13,OFFICE RENT LTD,-762.04,GBP,transfer,rent
2025-03-09,OFFICE RENT LTD,-1197.53,GBP,direct_debit,rent
2025-03-18,OFFICE RENT LTD,-1123.46,GBP,transfer,rent
2025-01-29,APPLE STORE,-120.22,GBP,transfer,equipment
2025-02-24,GOOGLE ADS,-152.59,GBP,direct_debit,marketing
2025-02-19,GOOGLE ADS,-123.32,GBP,direct_debit,marketing
2025-03-26,STARBUCKS,-56.83,GBP,transfer,meals
2025-03-02,FACEBOOK ADS,-35.43,GBP,direct_debit,marketing
2025-01-08,OPEN API,-84.16,GBP,transfer,software
2025-05-31,FACEBOOK ADS,-117.55,GBP,card,marketing
2025-05-30,PRET A MANGER,-152.14,GBP,card,meals
2025-04-06,PRET A MANGER,-192.08,GBP,card,meals
2025-04-21,APPLE STORE,-189.83,GBP,card,equipment
2025-04-21,WEWORK RENT,-1493.42,GBP,card,rent
2025-05-03,AMAZON,-12.98,GBP,transfer,equipment
2025-01-03,RYANAIR FLIGHT,-106.34,GBP,transfer,travel
2025-04-14,STARBUCKS,-6.38,GBP,direct_debit,meals
2025-01-21,AMAZON,-158.75,GBP,direct_debit,equipment
2025-05-17,GITHUB,-92.05,GBP,transfer,software
2025-04-05,AMAZON,-85.1,GBP,transfer,equipment
2025-01-13,AWS CLOUD,-122.25,GBP,direct_debit,software
2025-04-06,GITHUB,-27.71,GBP,direct_debit,software
2025-04-19,FACEBOOK ADS,-31.14,GBP,card,marketing
2025-01-05,AMAZON,-78.21,GBP,direct_debit,equipment
2025-04-24,APPLE STORE,-128.08,GBP,direct_debit,equipment
2025-01-23,OFFICE RENT LTD,-1142.44,GBP,direct_debit,rent
2025-02-05,STARBUCKS,-114.11,GBP,card,meals
2025-04-05,GOOGLE ADS,-166.0,GBP,card,marketing
2025-03-18,RYANAIR FLIGHT,-47.26,GBP,transfer,travel
2025-01-26,NOTION LABS,-121.42,GBP,direct_debit,software
2025-03-23,UBER TRIP,-50.52,GBP,transfer,travel
2025-02-28,GOOGLE ADS,-26.7,GBP,transfer,marketing
2025-04-11,WEWORK RENT,-1845.17,GBP,transfer,rent
2025-01-28,AWS CLOUD,-26.01,GBP,transfer,software
2025-02-27,PRET A MANGER,-137.8,GBP,direct_debit,meals
2025-01-30,PRET A MANGER,-199.22,GBP,direct_debit,meals
2025-03-18,TRAINLINE UK,-188.28,GBP,card,travel
2025-04-30,GITHUB,-67.95,GBP,card,software
2025-01-22,OFFICE RENT LTD,-1170.52,GBP,card,rent
2025-01-07,FACEBOOK ADS,-47.35,GBP,direct_debit,marketing
2025-05-21,FACEBOOK ADS,-81.78,GBP,direct_debit,marketing
2025-06-12,TRAINLINE UK,-73.61,GBP,direct_debit,travel
2025-01-05,AMAZON,-22.8,GBP,direct_debit,equipment
2025-04-12,GOOGLE ADS,-12.26,GBP,transfer,marketing
2025-02-05,STARBUCKS,-94.15,GBP,card,meals
2025-02-05,APPLE STORE,-166.21,GBP,transfer,equipment
2025-04-19,OFFICE RENT LTD,-1458.43,GBP,card,rent
2025-01-21,OFFICE RENT LTD,-1258.97,GBP,direct_debit,rent
2025-03-19,TRAINLINE UK,-111.05,GBP,direct_debit,travel
2025-02-19,FACEBOOK ADS,-15.96,GBP,direct_debit,marketing
2025-06-13,OFFICE RENT LTD,-739.78,GBP,transfer,rent
2025-02-03,NOTION LABS,-183.7,GBP,direct_debit,software
2025-02-08,WEWORK RENT,-1158.99,GBP,direct_debit,rent
2025-04-18,GOOGLE ADS,-64.03,GBP,direct_debit,marketing
2025-04-26,APPLE STORE,-162.38,GBP,transfer,equipment
2025-04-27,OPEN API,-124.61,GBP,card,software
2025-01-26,UBER TRIP,-111.14,GBP,card,travel
2025-01-06,RYANAIR FLIGHT,-171.74,GBP,transfer,travel
2025-02-05,GOOGLE ADS,-192.67,GBP,card,marketing
2025-03-07,RYANAIR FLIGHT,-163.58,GBP,direct_debit,travel
2025-06-12,WEWORK RENT,-1929.88,GBP,transfer,rent
2025-06-04,APPLE STORE,-88.99,GBP,direct_debit,equipment
2025-05-31,FACEBOOK ADS,-114.27,GBP,transfer,marketing
2025-01-15,APPLE STORE,-75.42,GBP,card,equipment
2025-03-08,FACEBOOK ADS,-185.56,GBP,transfer,marketing
2025-04-22,GITHUB,-148.58,GBP,card,software
2025-05-10,TRAINLINE UK,-168.04,GBP,transfer,travel
2025-02-13,GITHUB,-174.74,GBP,transfer,software
2025-05-29,WEWORK RENT,-568.89,GBP,card,rent
2025-02-12,TRAINLINE UK,-42.27,GBP,direct_debit,travel
2025-05-15,STARBUCKS,-67.3,GBP,direct_debit,meals
2025-05-01,OFFICE RENT LTD,-1764.25,GBP,direct_debit,rent
2025-01-16,TRAINLINE UK,-109.1,GBP,transfer,travel
2025-05-17,TRAINLINE UK,-40.9,GBP,card,travel
2025-01-13,AMAZON,-184.43,GBP,direct_debit,equipment
2025-04-16,AMAZON,-55.91,GBP,direct_debit,equipment
2025-01-02,GITHUB,-154.91,GBP,transfer,software
2025-06-03,WEWORK RENT,-1881.26,GBP,transfer,rent
2025-03-22,STARBUCKS,-124.15,GBP,direct_debit,meals
2025-01-18,AMAZON,-187.92,GBP,card,equipment
2025-01-14,UBER TRIP,-131.37,GBP,transfer,travel
2025-06-19,OPEN API,-73.63,GBP,direct_debit,software
2025-05-12,GITHUB,-31.49,GBP,transfer,software
2025-03-08,WEWORK RENT,-1247.07,GBP,transfer,rent
2025-06-09,STARBUCKS,-122.77,GBP,direct_debit,meals
2025-06-06,RYANAIR FLIGHT,-119.89,GBP,direct_debit,travel
2025-05-03,APPLE STORE,-143.84,GBP,transfer,equipment
2025-02-28,PRET A MANGER,-111.8,GBP,direct_debit,meals
2025-02-20,RYANAIR FLIGHT,-113.81,GBP,transfer,travel
2025-03-30,RYANAIR FLIGHT,-122.68,GBP,transfer,travel
2025-05-11,GOOGLE ADS,-102.22,GBP,card,marketing
2025-03-05,GITHUB,-75.84,GBP,direct_debit,software
2025-06-18,OPEN API,-130.8,GBP,transfer,software
2025-05-26,APPLE STORE,-183.31,GBP,direct_debit,equipment
2025-04-18,GOOGLE ADS,-12.19,GBP,direct_debit,marketing
2025-01-25,STARBUCKS,-190.0,GBP,card,meals
2025-02-03,TRAINLINE UK,-189.99,GBP,direct_debit,travel
2025-04-01,WEWORK RENT,-1235.81,GBP,transfer,rent
2025-05-06,FACEBOOK ADS,-48.91,GBP,card,marketing
2025-03-24,TRAINLINE UK,-140.28,GBP,direct_debit,travel
2025-03-26,OPEN API,-178.9,GBP,direct_debit,software
2025-03-31,APPLE STORE,-144.9,GBP,card,equipment
2025-05-09,STARBUCKS,-14.12,GBP,transfer,meals
2025-04-26,PRET A MANGER,-68.2,GBP,direct_debit,meals
2025-02-27,PRET A MANGER,-68.55,GBP,card,meals
2025-03-16,GOOGLE ADS,-5.81,GBP,direct_debit,marketing
2025-01-23,AMAZON,-83.57,GBP,transfer,equipment
2025-02-15,STARBUCKS,-164.27,GBP,transfer,meals
2025-06-09,OPEN API,-9.19,GBP,transfer,software
2025-02-12,APPLE STORE,-30.57,GBP,direct_debit,equipment
2025-04-13,OFFICE RENT LTD,-577.23,GBP,card,rent
2025-03-07,GOOGLE ADS,-141.21,GBP,transfer,marketing
2025-06-11,TRAINLINE UK,-14.12,GBP,card,travel
2025-02-09,UBER TRIP,-30.09,GBP,direct_debit,travel
2025-04-12,FACEBOOK ADS,-92.69,GBP,card,marketing
2025-01-04,GOOGLE ADS,-113.57,GBP,transfer,marketing
2025-03-26,PRET A MANGER,-184.31,GBP,direct_debit,meals
2025-04-09,PRET A MANGER,-160.47,GBP,transfer,meals
2025-05-10,GITHUB,-49.07,GBP,direct_debit,software
2025-03-27,PRET A MANGER,-119.31,GBP,direct_debit,meals
2025-03-06,TRAINLINE UK,-53.21,GBP,transfer,travel
2025-03-01,GOOGLE ADS,-103.17,GBP,card,marketing
2025-05-05,PRET A MANGER,-174.32,GBP,transfer,meals
2025-03-05,STARBUCKS,-143.74,GBP,card,meals
2025-02-25,GOOGLE ADS,-167.31,GBP,card,marketing
2025-06-28,OPEN API,-143.89,GBP,card,software
2025-06-23,FACEBOOK ADS,-48.96,GBP,direct_debit,marketing
2025-06-06,OFFICE RENT LTD,-1452.17,GBP,card,rent
2025-01-30,AMAZON,-182.72,GBP,direct_debit,equipment
2025-02-10,OPEN API,-197.23,GBP,transfer,software
2025-02-18,OPEN API,-178.55,GBP,direct_debit,software
2025-01-20,WEWORK RENT,-778.04,GBP,card,rent
2025-04-21,STARBUCKS,-108.11,GBP,direct_debit,meals
2025-06-11,GITHUB,-99.77,GBP,transfer,software
2025-06-04,OFFICE RENT LTD,-869.15,GBP,transfer,rent
2025-06-22,FACEBOOK ADS,-176.42,GBP,transfer,marketing
2025-04-04,PRET A MANGER,-189.88,GBP,direct_debit,meals
2025-01-01,OFFICE RENT LTD,-1131.08,GBP,direct_debit,rent
2025-04-18,UBER TRIP,-160.36,GBP,transfer,travel
2025-06-15,AMAZON,-131.05,GBP,transfer,equipment
2025-06-28,RYANAIR FLIGHT,-98.28,GBP,direct_debit,travel
2025-06-13,FACEBOOK ADS,-56.39,GBP,transfer,marketing
2025-01-01,UBER TRIP,-126.91,GBP,card,travel
2025-02-12,TRAINLINE UK,-173.84,GBP,card,travel
2025-04-02,FACEBOOK ADS,-58.74,GBP,transfer,marketing
2025-03-17,APPLE STORE,-65.61,GBP,transfer,equipment
2025-01-25,GOOGLE ADS,-190.35,GBP,transfer,marketing
2025-02-01,APPLE STORE,-10.29,GBP,direct_debit,equipment
2025-05-26,PRET A MANGER,-135.13,GBP,direct_debit,meals
2025-04-24,PRET A MANGER,-50.5,GBP,direct_debit,meals
2025-05-05,APPLE STORE,-54.49,GBP,card,equipment
2025-02-07,TRAINLINE UK,-67.0,GBP,card,travel
2025-06-06,WEWORK RENT,-710.82,GBP,direct_debit,rent
2025-02-03,STARBUCKS,-87.93,GBP,card,meals
2025-06-25,FACEBOOK ADS,-162.44,GBP,direct_debit,marketing
2025-06-03,GOOGLE ADS,-22.99,GBP,card,marketing
2025-06-18,APPLE STORE,-187.25,GBP,card,equipment
2025-05-09,FACEBOOK ADS,-165.45,GBP,transfer,marketing
2025-04-09,GOOGLE ADS,-172.47,GBP,transfer,marketing
2025-01-23,FACEBOOK ADS,-157.2,GBP,transfer,marketing
2025-04-28,OFFICE RENT LTD,-1226.99,GBP,card,rent
2025-06-04,FACEBOOK ADS,-79.05,GBP,direct_debit,marketing
2025-02-26,FACEBOOK ADS,-94.73,GBP,card,marketing
2025-02-17,OPEN API,-51.51,GBP,direct_debit,software
2025-03-03,NOTION LABS,-181.62,GBP,transfer,software
2025-02-17,TRAINLINE UK,-95.88,GBP,direct_debit,travel
2025-03-24,WEWORK RENT,-1762.36,GBP,card,rent
2025-06-28,OFFICE RENT LTD,-1879.55,GBP,card,rent
2025-04-10,PRET A MANGER,-22.49,GBP,transfer,meals
2025-01-05,OFFICE RENT LTD,-1402.52,GBP,direct_debit,rent
2025-03-15,NOTION LABS,-128.21,GBP,card,software
